type,rating,effects,flavor,description,price_(€),cali,ammonia,apple,apricot,berry,blue,blueberry,butter,cheese,chemical,citrus,coffee,diesel,earthy,flowery,fruit,grape,grapefruit,honey,lavender,lemon,lime,mango,menthol,mint,minty,nutty,orange,peach,pear,pepper,pine,pineapple,pungent,rose,sage,skunk,spicy/herbal,strawberry,sweet,tar,tree,tree fruit,tropical,vanilla,woody,aroused,creative,energetic,euphoric,focused,giggly,happy,hungry,relaxed,sleepy,talkative,tingly,uplifted
indica,4.4,"Relaxed,Sleepy,Happy,Euphoric,Uplifted","Grape,Sweet,Berry","Purple Urkle’s history is as complex as its flavor palate. A California strain, the origins are believed to stem from a select phenotype of Mendocino Purps, while the essence is a blend of skunk, berry, and fresh grapes. Consumers report the indica effects to be deeply relaxing, sleep-inducing, and a great option for full-body pain relief. The short onset of effects make it a perfect nighttime strain for those who suffer from insomnia.",35.0,True,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1
sativa,4.4,"Uplifted,Happy,Energetic,Creative,Talkative","Berry,Sweet,Earthy","Raspberry Cough is a 70% sativa strain bred by Nirvana Seeds. A cross between a Cambodian landrace and ICE, Raspberry Cough exhibits clear-headed uplifting effects good for productivity.",30.0,False,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1
hybrid,5.0,"Talkative,Uplifted,Creative,Euphoric,Giggly","Spicy/Herbal,Pepper,Pungent","Remo Chemo is another collaborative strain from Dinafem Seeds. Created by esteemed Canadian grower, Urban Remo, Remo Chemo is technically a backcross of itself, but the base genetics consist of UBC Chemo and Bubba Kush. Adored for its high THC content, Remo Chemo also offers a Kush-forward terpene profile that contains aromas of earth, gas, and pepper. As the name might suggest, Remo Chemo is adept at assisting with side effects of chemotherapy by stimulating appetite, reducing nausea, and curbing pain.  ",28.0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1
indica,4.7,"Happy,Relaxed,Uplifted,Euphoric,Creative","Pungent,Pine,Chemical","Rollex OG Kush, bred by Devil’s Harvest Seeds, is an indica-dominant hybrid of White Fire OG and Kuchi. The combination creates a complex flavor profile that mixes the skunky, pine flavors of OG Kush with sharp cheesy undertones. The effects from Rollex OG Kush start with an uplifting burst of cerebral energy that borders on psychedelic, eventually leveling off into a relaxing body buzz that creeps up slowly and disbands stress and muscle tension. ",42.0,False,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1
indica,4.2,"Relaxed,Happy,Sleepy,Uplifted,Euphoric","Earthy,Sweet,Pine","Romulan, named after the alien Star Trek race, is a powerful indica revered for its potent therapeutic qualities. Though mostly indica, Romulan growers insist sativa genetics have crept in over time, lending it intense cerebral effects. These squat, pine-scented plants produce dense frosty buds that have found their following among connoisseurs in British Columbia and the Pacific Northwest. A deep, sedating relaxation makes Romulan a favorite strain for patients treating muscle spasms and nerve damage. Many hybridized variations of Romulan exist, but nearly all can promise a full body calm with heavily intoxicating properties.",30.0,False,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1
hybrid,4.8,"Happy,Relaxed,Energetic,Uplifted,Focused","Flowery,Earthy,Cheese","Royal Highness, 3rd place winner of Best CBD Flower at the 2016 Colorado Cannabis Cup, is a hybrid bred by Royal Queen Seeds. Its combination of Dance Hall and Respect genetics express themselves in a nearly balanced THC:CBD ratio. While indica in stature, the effects of Royal Highness are led by its sativa influence. The result is an active, energetic buzz that rewards consumers with a clear head along with its therapeutic qualities. The smooth flavors of Royal Highness bring to mind sweet fruit and skunky spice, making this strain an enjoyable answer to anxiety and chronic pain.",17.5,False,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1
sativa,4.3,"Sleepy,Happy,Hungry,Relaxed,Aroused","Blueberry,Berry,Flowery","Santa Sativa by Dinafem Seeds is 70/30 sativa-dominant strain with a complex aroma. Reeking of lemons, cedar, pine, and incense, Santa Sativa delivers an elevated terpene profile consumers will fawn over. These unique terpenes are created from the combination of Haze #1 and a Skunk/Northern Lights cross, blending an uplifting buzz with mellow euphoria that lingers between the ears. Santa Sativa grows long, dense jade green buds that finish flowering in about 10 weeks.",23.0,False,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0
hybrid,4.6,"Euphoric,Happy,Relaxed,Sleepy,Uplifted","Sweet,Berry,Blueberry","Sapphire Scout is a local legend grown by Vashon Velvet in Washington state. This sumptuous blend of medical-grade Girl Scout Cookie genetics crossed against True OG yields a plant that is equally potent and well-rounded. With THC content pushing 27%, these sweet, pungent buds create a smooth smoke that applies a warming weight to the body and a peaceful lucidity to the mind.  ",28.0,False,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1
indica,4.4,"Relaxed,Happy,Hungry,Creative,Euphoric","Earthy,Skunk,Citrus","Sensi Skunk from Sensi Seeds is a potent Skunk #1 hybrid that offers a sweet citrus flavor in contrast with the earthy, herbal aroma typical of Skunk varieties. The indica-driven effects produce a calm and euphoric buzz that relaxes tense muscles and alleviates stress. A great choice for indoor gardeners, Sensi Skunk boasts a short flowering cycle with heavy yields. Sensi Seeds has also released feminized and auto-flowering versions for those looking to streamline the cultivation process.",15.0,False,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0
indica,4.1,"Relaxed,Euphoric,Sleepy,Happy,Uplifted","Earthy,Pungent,Sweet","Sensi Star by Paradise Seeds is a legendary indica strain that is renowned worldwide for its powerful full-body effects and subtle cerebral invigoration. Crystal trichomes sparkle like a constellation of stars against this indica’s dark green and purple coloration, reflecting a potency worthy of placement in the 1999, 2000, and 2005 High Times Cannabis Cups. Her stunning results at maturation have also won the hearts of growers who cultivate both indoor and out in either hydroponic or soil methods. ",38.0,False,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1
sativa,3.8,"Relaxed,Sleepy,Hungry,Aroused,Uplifted","Spicy/Herbal,Citrus,Lemon","Serious 6 from Serious Seeds mixes undefined Canadian genetics with sativa landraces from Africa. It is known for its small leaves and a colorful phenotype that shows pink pistils. Almost a pure sativa, Serious 6 boasts a spicy citrus aroma with a clear-headed cerebral buzz of effects that spark creativity and give a burst of energy.",70.0,False,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1
hybrid,4.4,"Euphoric,Happy,Relaxed,Energetic,Talkative","Spicy/Herbal,Pepper,Sweet","Serious Happiness by Serious Seeds is a hybrid cross of THC-dominant genetics. Created by crossing a potent AK-47 mother with Warlock, a stress-relieving indica-dominant hybrid, Serious Happiness stays true to its name, offering a deep body buzz and a joyous state of mind. This strain has longevity as well as a stable hybrid growth structure that is easy to manicure and maintain. It’s also a generous producer, winning the 2016 Master Seed Cup in Spain for “Most Productive.” The terpene profile is fruity with touches of spice and sugar.",70.0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0
sativa,4.2,"Uplifted,Focused,Happy,Energetic,Euphoric","Sweet,Lemon,Flowery","Shaman is a sativa-dominant strain bred from Purple #1 and Skunk. This stinky, uplifting strain, originally crafted by Dutch Passion, is a welcome compliment to patients seeking assistance with depression, anxiety, and chronic pain. Some also experience moderate psychedelic effects at higher dosages, speaking to the strong heady effects inherent in this stimulating genetic cross.   ",24.95,False,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1
indica,4.2,"Relaxed,Tingly,Happy,Focused,Hungry","Earthy,Pungent,Skunk","A 70/30 indica-dominant hybrid from Dinafem Seeds, Shark Attack is a cross of Super Skunk and White Widow. Though it produces relatively modest levels of THC (12-16%) and significant amounts of CBD, the high is powerfully relaxing and long lasting, and can offer relief from aches and pain. Shark Attack produces a very strong odor of earthy hash with floral and lemon undertones, and tastes much like it smells. Because it is compact, easy to grow, and high yielding, as well as being suitable for indoor, outdoor, or greenhouse cultivation, Shark Attack is fast becoming one of the more popular hybrids available in feminized seed form.         ",20.0,False,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0
sativa,4.8,"Talkative,Uplifted,Relaxed,Euphoric,Hungry","Tropical,Mango,Pine","Shining Silver Haze is Royal Queen Seeds’ version of Super Silver Haze. Created through a ceaseless pursuit of quality Haze genetics, Shining Silver Haze blends classic early 70’s Haze effects into a modern, high-potency, heavy yielding strain. The onset of this strain is primarily cerebral, offering an uplifting buzz that takes the edge of repetitive tasks or chores. The bouquet is sweet and spiced, offering traditional Haze notes overlaid with a hint of pepper. Enjoy this sativa-dominant strain throughout the day to jumpstart euphoria and enhance mood.   ",23.0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1
indica,4.2,"Euphoric,Relaxed,Uplifted,Happy,Tingly","Skunk,Earthy,Pine","Shiva Skunk by Sensi Seeds is among the most powerful varieties in the Skunk family, crossing the famous Skunk #1 with the resinous and hardy Northern Lights #5. This potent indica inherits the sweet, pungent aroma typical of Skunk varieties and the high-yielding potential of its Northern Lights mother. Its effects tend toward the lazy side of the spectrum, so evening use is recommended. ",28.0,False,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1
hybrid,4.4,"Happy,Relaxed,Euphoric,Giggly,Hungry","Skunk,Spicy/Herbal,Sweet","Everything’s bigger in Texas, and if you talk to devotees of this Lone Star State strain, they’ll tell you that the marijuana is better, too. Shoreline is a strain of legend. Supposedly first appearing in the early 1980s, it is known as a true “old school skunk.” Fittingly, its name is rumored to come from the state’s Shoreline amphitheater after the strain made a successful debut there during a Grateful Dead concert. Its super strong skunky smell may border on unappetizing, but its large, hairy buds make up for it with equally potent effects. Sativa-dominant, this strain will free your mind and may verge into the psychedelic for some. A clone-only plant, true connoisseurs wonder if the original can still be found. In an effort to continue its lineage, Shoreline has been crossed with many other strains. If it’s found outside of its Texas homeland, a mix is probably what you’re getting. ",35.0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0
sativa,4.2,"Happy,Euphoric,Relaxed,Talkative,Uplifted","Earthy,Sweet,Pungent","Silver Haze was the first seed strain to deliver the full-strength Haze experience in a fatter, faster, more compact form. Crossing Haze with a non-dominant indica Northern Lights, Silver Haze maintains strong but clear-headed sativa effects. Introduced by Sensi Seeds, the Silver Haze gets its name from the massive amount of shiny THC glands covering the buds.  ",28.0,False,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1
indica,4.3,"Relaxed,Sleepy,Happy,Uplifted,Hungry","Earthy,Skunk,Berry","Skunk 47, offspring of Skunk #1 and AK-47, is a sour-smelling hybrid strain that leans far to the indica side of the family. Bred by World of Seeds Bank, Skunk 47’s parents were selected for pungent aromas and fast flowering cycles. Additionally, Skunk 47 plants have a high resistance to mold and pests. Its indica tendencies come out strong in this strain’s effects, delivering a crushing heaviness perfect for stubborn pain or sleepless nights.",18.725,False,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1
hybrid,4.1,"Euphoric,Creative,Relaxed,Happy,Hungry","Skunk,Earthy,Pungent","Skunk #1 is a hybrid strain that has influenced cannabis on a global scale, parenting a horde of Skunk crosses since it first bloomed in the late 1970s. Sacred Seed Co. originally bred Skunk #1 using diverse genetics from around the world; Afghani, Acapulco Gold, and Colombian Gold varieties converged through an intricate selective breeding process that spanned several generations, and finally the genetic cornerstone of countless cannabis hybrids was born. The original Skunk #1 gave rise to several variations that were later harvested in the gardens of Sensi Seeds, Dutch Passion, Flying Dutchmen, Nirvana Seeds, and Royal Queen Seeds. As its name suggests, Skunk #1 buds radiate with an aromatic blend of sour skunkiness and subtle earthy notes. This hybrid offers elevated creativity through its high-energy buzz, while stress and appetite loss melt away with Skunk #1’s potency.",16.5,False,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0
hybrid,4.5,"Relaxed,Euphoric,Happy,Uplifted,Sleepy","Earthy,Pungent,Sweet","Skywalker OG is a potent indica-dominant hybrid strain that may just take you to a galaxy far, far away. No Sith genetics here—this plant is a cross between Skywalker and OG Kush and has the strong aroma characteristic to kush strains that includes a spicy herbal scent tinged with jet fuel. This strain makes relaxation your only mission, and some users report strong body effects that include mild tingling and numbness. If pain and physical limitations are the issue, Skywalker OG is here to rescue you. The galaxy also holds a sativa dominant variety of Skywalker that is also often referred to as Skywalker OG or Sativa OG.",25.99,False,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1
hybrid,4.3,"Relaxed,Euphoric,Hungry,Happy,Talkative","Citrus,Earthy,Woody","Bred by Nirvana Seeds, Snow White is a 65/35 indica/sativa hybrid. Early and abundant resin production is attributed to her White Widow mother.  Flowering finishes in a standard 60 to 70 days from start and provides a nice balanced and steady high.",29.9,False,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0,0
indica,4.3,"Relaxed,Hungry,Focused,Sleepy,Euphoric","Mango,Sweet,Flowery","Somango from Soma Seeds is a 75% indica strain bred by crossing Jack Herer, Super Skunk, and Big Skunk Korean. Formerly known as Soma #5, Somango was later renamed after its fruity mango aroma. Despite its heavy indica genetics, Somango’s effects are uplifting and cerebrally-focused. Creative minds will enjoy the clear-headed and functional euphoria brought about by Somango, allowing focus and productivity. Soma recommends cultivating Somango in indoor soil gardens with organic nutrients, and with a 9 to 10 week flowering time.",65.0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0
sativa,4.4,"Happy,Uplifted,Euphoric,Energetic,Relaxed","Diesel,Pungent,Earthy","Sour Diesel, sometimes called Sour D, is an invigorating sativa-dominant strain named after its pungent, diesel-like aroma. This fast-acting strain delivers energizing, dreamy cerebral effects that have pushed Sour Diesel to its legendary status. Stress, pain, and depression fade away in long-lasting relief that makes Sour Diesel a top choice among medical patients. This strain took root in the early 90's, and it is believed to have descended from Chemdawg 91 and Super Skunk.",23.0,False,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1
sativa,4.6,"Happy,Uplifted,Euphoric,Energetic,Focused","Citrus,Diesel,Orange","DNA Genetics’ Sour Tangie is an 80% sativa cross between East Coast Sour Diesel and Tangie. Sour Tangie brings together the classic Sour Diesel aroma with Tangie’s creative, elevating buzz and strong citrus overtones. This sativa has two different phenotypes that express either Sour Diesel or Tangie bud structures and effects. Sour Tangie grows quickly in its vegetative cycle and finishes flowering in 9 to 10 weeks indoors.",29.0,False,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1
indica,4.6,"Relaxed,Euphoric,Hungry,Sleepy,Uplifted","Earthy,Sweet,Pungent","Special Kush #1 by Royal Queen Seeds is an 80/20 indica-dominant strain that descends from the original varieties of the Afghanistan and Pakistan region. Those who love the physical and deeply relaxing effects typical of indicas won’t be disappointed by the heavy-hitting qualities of Special Kush #1. This indica isn’t difficult to cultivate, but she requires a warm environment and plenty of room to grow wild for best results. ",9.5,False,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1
sativa,4.5,"Creative,Relaxed,Uplifted,Euphoric,Energetic","Strawberry,Sweet,Earthy","A powerful and uplifting flower from Dinafem Seeds, Strawberry Amnesia is a strain made in sativa heaven. Bred from Strawberry Cough and Amnesia, this strain delivers the familiar sweet strawberry and earthy flavors of its parents. Having the typical energizing and euphoric effects of a sativa, Strawberry Amnesia also induces the calming body high from its distant indica relatives. The dark green buds of Strawberry Amnesia are very dense and heavily coated in resin, so this potent sativa should be handled with caution.  ",25.0,False,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1
hybrid,4.5,"Relaxed,Euphoric,Happy,Uplifted,Creative","Strawberry,Sweet,Berry","Strawberry Banana is a 70/30 indica-dominant cannabis strain developed by DNA Genetics in collaboration with Serious Seeds. A genetic cross between Crockett’s Banana Kush and the “Strawberry” phenotype of Bubble Gum, Strawberry Banana inherits a sweet fruity flavor that earned this hybrid her name. Known for its heavy resin production and high THC content, Strawberry Banana produces happy, peaceful effects that sharpen creativity and sensory awareness.",42.5,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1
sativa,4.2,"Relaxed,Happy,Uplifted,Energetic,Euphoric","Strawberry,Sweet,Berry","Strawberry Blue is a 75% sativa bred by World of Seeds that crosses Strawberry and New Blue Line. These lanky buds are favored for their notable sweet, fruity aroma and provide heady effects true to its sativa heritage. Indoor or outdoor grows offer comparable yields, with a flowering time of around 9 weeks.",16.65,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1
sativa,4.3,"Happy,Uplifted,Euphoric,Energetic,Relaxed","Strawberry,Sweet,Berry","Known for its sweet smell of fresh strawberries and an expanding sensation that can make even the most seasoned consumer cough, Strawberry Cough is a potent sativa blend with mysterious genetic origins. The skunky, berry flavors will capture your senses while the cerebral, uplifting effects provide an aura of euphoria that is sure to leave a smile on your face. Strawberry Cough is a great solution for managing social anxieties and to balance yourself in times of elevated stress.",30.47,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1
hybrid,4.2,"Relaxed,Happy,Sleepy,Uplifted,Euphoric","Strawberry,Sweet,Pungent","Strong and sweet, Strawberry Kush is one well-rounded lady. Featuring a musky imitation strawberry taste, this strain lives up to its lineage. Typically found as a cross between the sweet Strawberry Cough and the pungent OG Kush, Strawberry Kush is strong but not overpowering. A potent indica for novice consumers, it’s a sleepy strain that produces a calming heavy body sensation. The genetics for this strain may vary by dispensary. Some dispensaries carry more hybrid or sativa-dominant versions, which may produce opposite, energizing effects. For growers, Strawberry Kush is available by clone only and typically flowers between 8 and 9 weeks.",17.0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1
sativa,4.3,"Happy,Relaxed,Euphoric,Uplifted,Energetic","Strawberry,Lemon,Berry","Strawberry Lemonade is a sativa-dominant strain that took 1st in High Times’ 2015 Denver Cannabis Cup as “Best Sativa Concentrate.” The supposed cross of Strawberry Cough and Lemon OG, Strawberry Lemonade stays true to form, exhibiting tangy aromas and flavors coupled with a heady onset and complementary body effects. Enjoy Strawberry Lemonade throughout the day, but don’t plan too far ahead as this strain can be whimsical and intensely relaxing. ",31.68,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1
indica,4.5,"Relaxed,Euphoric,Happy,Sleepy,Uplifted","Rose,Sweet,Flowery","Sugar Black Rose is a cross of Critical Mass and Black Domina bred by Delicious Seeds. An indica-dominant hybrid, Sugar Black Rose has a sweet taste with hints of fruit and fresh flowers. The aroma takes on a pungent, earthy musk that resembles exotic hash imported from overseas, and brings with it a relaxing body buzz that helps keep nausea, anxiety, and muscle pains at bay.",22.975,False,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1
indica,4.1,"Relaxed,Giggly,Sleepy,Happy,Creative","Citrus,Mint,Flowery","Super Bud (or Superbud) is an indica-dominant cross between Big Bud and Skunk bred by Green House Seeds. In a show of its indica genetics, Super Bud delivers heavily relaxing effects that help eliminate insomnia, pain, and appetite loss. It has a sweet, fruity aroma that is cherished by connoisseurs and a fast flowering time that appeals to commercial growers.",20.0,False,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0
indica,4.5,"Tingly,Euphoric,Relaxed,Happy,Sleepy","Cheese,Blue,Cheese,Earthy","Super Cheese, bred by Positronics, is a throwback to the old school strains that filled the coffee shops of Amsterdam in the late 1980s. Super Cheese was created through inbreeding, crossing Cheese genetics with another select phenotype believed to be Exodus Cheese. The aroma of this indica-dominant hybrid is a mix of skunky musk and a pungent blue cheese funk that has become synonymous with Cheese varieties. The flavor is a strong, smooth blend of bittersweet herbs and cream, like an earthy buttermilk.",24.0,False,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0
sativa,4.4,"Happy,Uplifted,Energetic,Euphoric,Focused","Lemon,Citrus,Sweet","A sativa-dominant hybrid of Lemon Skunk and Super Silver Haze and two time Cannabis Cup winner from Green House Seeds. Super Lemon Haze is a kief-caked multi-colored wonder. As the name states this strain has real lemony characteristics. The smell is zesty, citrusy, and a little sweet. As for the taste, it's everything one would expect from the namesake; tart and sweet like lemonheads candy - not quite as sharp as one might expect. The effects are uniquely energetic and lively, may not be the best strain for those of us that are naturally wound-up tight.",27.0,False,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1
sativa,4.4,"Happy,Uplifted,Energetic,Euphoric,Relaxed","Citrus,Earthy,Sweet","Super Silver Haze, bred by Green House Seeds, was the first prize winner at the High Times Cannabis Cup in 1997, 1998, and 1999. It also won awards at the High Times Harvest Festival. By crossing the genetics of Skunk, Northern Lights, and Haze, we are left with a beautiful, sticky sativa blend that boasts an energetic, long-lasting body high. The uplifting effects are a great remedy for high stress levels or when suffering from a lack of appetite or nausea.",21.32,False,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1
indica,4.2,"Relaxed,Sleepy,Euphoric,Happy,Hungry","Skunk,Earthy,Sweet","A predominantly indica variety, Super Skunk takes its robust flowers from its parent strain Skunk #1. By backcrossing the legendary Skunk with Afghani genetics, Sensi Seeds created a strain with dense, thick buds that are known to be extremely pungent with a surprisingly sweet taste. This strain produces a bold relaxing effect over the body and is a great answer for increased stress and body pains.",21.0,False,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0
indica,4.7,"Relaxed,Sleepy,Happy,Euphoric,Tingly","Sweet,Pine,Berry","Samsara Seeds crossed two very different strains, the sativa-dominant Super Silver Haze and pure indica Black Domina, to create an easy-to-grow, quick-flowering indica-dominant hybrid that produces heavy yields of high-quality flowers. Sweet Black Angel presents a sweet musky odor with undertones of blackberry, and a relaxing body high most suitable for nighttime use for the treatment of pain, anxiety, and insomnia.",17.5,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0
